soil_moisture,temperature,time,air_temperature,air_humidity,pressure,status
3,0,23,35.01,35.45,101.13,0
83,21,25,34.62,35.9,101.12,0
22,4,13,34.23,36.34,101.12,1
1,5,85,34.83,35.48,101.12,1
87,20,108,35.44,34.61,101.12,0
34,0,10,35.48,34.25,101.12,0
24,15,89,35.53,33.88,101.12,0
31,32,102,35.6,33.86,101.12,0
23,26,87,35.66,33.85,101.11,0
8,22,59,35.86,33.24,101.1,1
22,10,107,36.07,32.63,101.1,0
26,28,70,36.48,32.42,101.09,1
70,4,103,36.9,32.2,101.08,0
29,30,0,36.96,32.1,101.08,1
50,6,101,37.02,31.99,101.08,0
52,26,65,37.12,31.62,101.08,0
62,39,44,37.23,31.24,101.08,1
13,39,42,37.22,31.36,101.07,1
15,22,42,37.21,31.49,101.06,1
86,10,34,37.39,32.22,101.04,0
45,42,9,37.57,32.95,101.03,1
64,22,63,37.8,32.55,101.03,1
82,42,28,38.03,32.15,101.03,0
90,9,80,37.58,33.18,101.02,0
40,11,19,37.12,34.22,101.02,1
68,5,65,36.86,34.66,101.02,0
27,30,89,36.61,35.09,101.01,1
63,30,47,36.52,35.42,101.0,1
34,37,96,36.42,35.75,101.0,0
3,11,19,36.88,35.18,101.0,1
30,0,58,37.33,34.61,100.99,0
3,19,23,36.89,35.39,100.99,1
1,44,50,36.45,36.17,100.99,1
21,37,19,36.07,36.69,100.98,1
12,43,53,35.69,37.21,100.97,1
56,16,50,35.2,37.94,100.96,0
6,17,38,34.7,38.68,100.96,0
62,4,87,34.16,39.7,100.96,0
21,16,83,33.61,40.72,100.96,0
16,22,97,33.67,40.48,100.95,0
59,4,42,33.74,40.24,100.94,0
5,28,56,34.01,40.01,100.94,1
45,9,82,34.28,39.78,100.93,1
41,44,45,34.42,39.22,100.91,1
74,28,27,33.68,40.43,100.91,0
62,14,58,32.95,41.64,100.91,1
66,24,40,32.62,42.6,100.9,1
41,36,105,32.28,43.57,100.88,0
16,16,11,31.98,44.02,100.88,1
89,10,83,31.69,44.47,100.87,0
30,45,66,31.41,45.03,100.88,1
47,25,110,31.13,45.59,100.88,0
59,24,59,30.82,46.19,100.87,1
2,38,77,30.5,46.79,100.86,1
19,31,98,30.43,46.83,100.86,0
87,10,20,30.36,46.87,100.86,0
23,5,7,29.94,47.85,100.85,0
21,26,82,29.52,48.83,100.85,1
14,18,102,29.38,49.16,100.84,0
10,8,86,29.24,49.5,100.84,1
25,9,49,29.2,49.73,100.84,0
15,34,99,29.15,49.96,100.83,0
52,20,14,28.96,50.3,100.82,1
43,24,100,28.76,50.63,100.82,0
3,27,54,28.74,50.68,100.82,1
71,29,93,28.73,50.73,100.82,0
82,5,60,28.54,51.0,100.82,1
78,1,28,28.36,51.26,100.81,0
25,17,41,28.22,51.84,100.82,1
15,35,62,28.07,52.41,100.82,1
73,44,94,27.89,53.07,100.82,0
31,12,90,27.71,53.73,100.83,1
47,19,24,27.6,53.99,100.84,1
39,4,15,27.5,54.25,100.84,1
6,9,108,27.48,54.2,100.84,0
77,2,8,27.46,54.14,100.85,0
18,39,60,27.23,54.74,100.84,1
36,3,21,27.0,55.34,100.84,1
72,14,67,26.8,56.0,100.84,1
53,17,71,26.61,56.67,100.84,0
14,11,69,26.38,57.5,100.84,1
48,39,60,26.16,58.34,100.85,1
33,45,76,25.8,59.44,100.85,1
3,9,92,25.43,60.53,100.85,0
81,38,104,25.16,61.54,100.85,0
21,20,100,24.9,62.55,100.85,0
78,22,99,24.94,61.49,100.85,0
80,43,15,24.97,60.43,100.85,0
28,12,55,24.7,60.8,100.86,0
7,1,29,24.44,61.17,100.87,0
44,35,77,24.23,62.1,100.87,1
54,10,59,24.02,63.04,100.87,0
82,11,51,23.78,63.8,100.88,1
1,35,54,23.54,64.57,100.89,1
77,17,31,23.36,65.16,100.89,0
33,7,108,23.19,65.74,100.9,0
90,31,82,23.01,66.33,100.9,1
83,36,102,22.78,67.41,100.9,0
57,24,72,22.56,68.49,100.91,1
32,3,92,22.38,69.46,100.92,0
68,32,109,22.2,70.44,100.92,0
20,39,108,22.06,71.08,100.93,0
89,4,12,21.91,71.72,100.93,0
68,10,66,21.77,72.66,100.93,0
10,1,105,21.63,73.61,100.93,0
88,36,53,21.51,74.53,100.94,1
67,31,44,21.39,75.44,100.94,1
77,34,11,21.34,76.03,100.94,0
71,8,87,21.3,76.61,100.94,1
25,31,27,21.25,76.96,100.96,1
71,45,31,21.2,77.31,100.97,0
83,6,27,21.15,77.82,100.98,0
13,21,39,21.1,78.32,100.98,1
75,5,82,21.05,79.03,100.98,0
53,14,49,21.0,79.73,100.99,0
86,29,73,20.97,80.1,101.0,1
87,28,105,20.94,80.48,101.0,0
61,14,69,20.92,80.71,101.01,0
29,37,16,20.89,80.93,101.02,1
30,5,92,20.84,81.32,101.03,0
39,40,85,20.78,81.71,101.04,1
53,45,36,20.77,81.7,101.04,1
12,24,97,20.76,81.7,101.04,0
19,13,76,20.78,81.4,101.04,1
6,26,0,20.8,81.09,101.05,1
8,45,42,20.84,80.89,101.06,1
40,38,106,20.87,80.69,101.06,0
78,22,108,20.86,80.59,101.06,0
50,19,91,20.86,80.49,101.05,0
61,33,43,20.86,80.33,101.04,1
56,2,71,20.85,80.17,101.03,0
47,22,110,20.83,80.17,101.04,0
24,24,70,20.82,80.18,101.04,0
86,26,47,20.8,80.18,101.05,1
46,23,6,20.78,80.18,101.06,1
86,45,60,20.77,80.1,101.07,1
75,41,23,20.76,80.03,101.08,0
80,2,29,20.74,79.95,101.09,0
13,15,63,20.73,79.87,101.1,1
5,7,68,20.68,79.89,101.1,1
60,33,6,20.64,79.9,101.11,1
86,0,109,20.6,79.92,101.12,0
17,26,10,20.55,79.94,101.12,1
40,26,30,20.52,79.97,101.12,1
60,5,24,20.48,80.01,101.13,0
87,13,22,20.44,80.04,101.14,0
14,30,20,20.41,80.08,101.14,1
29,9,45,20.39,80.1,101.14,0
36,7,11,20.38,80.13,101.14,1
66,27,31,20.36,80.16,101.14,0
38,7,80,20.34,80.18,101.14,1
46,33,91,20.34,80.02,101.14,0
9,30,104,20.34,79.87,101.14,0
41,2,95,20.35,79.71,101.14,0
68,18,13,20.35,79.55,101.14,0
22,28,35,20.39,79.39,101.14,1
21,15,76,20.42,79.23,101.14,0
86,41,90,20.38,79.53,101.14,1
38,0,84,20.33,79.82,101.13,0
13,37,16,20.28,80.12,101.12,1
7,22,17,20.24,80.42,101.12,1
54,23,22,20.21,80.66,101.12,1
23,6,54,20.18,80.91,101.11,0
52,37,22,20.16,81.26,101.1,1
50,27,52,20.13,81.62,101.09,1
70,28,80,20.12,81.74,101.09,1
13,35,73,20.11,81.86,101.08,1
4,7,5,20.09,81.99,101.08,0
86,42,110,20.08,82.11,101.07,0
83,43,46,20.07,82.23,101.07,1
31,21,37,20.08,82.42,101.06,1
85,24,18,20.1,82.6,101.06,0
55,33,104,20.11,82.79,101.06,0
35,34,81,20.12,82.98,101.05,1
19,45,64,20.08,83.08,101.04,1
74,8,36,20.05,83.19,101.04,0
43,9,106,20.01,83.3,101.03,0
56,0,88,19.97,83.4,101.02,0
84,38,14,19.98,83.58,101.02,0
59,39,60,19.99,83.76,101.01,1
37,10,7,20.01,83.93,101.0,0
65,39,67,20.02,84.11,101.0,1
74,15,19,20.0,84.31,101.0,0
37,10,5,19.99,84.51,100.99,0
23,3,62,19.94,84.69,100.99,0
32,4,109,19.89,84.87,100.99,0
11,3,46,19.83,85.26,100.98,1
1,38,58,19.76,85.64,100.98,1
27,30,103,19.76,85.71,100.97,0
16,29,83,19.77,85.78,100.96,1
62,6,54,19.79,85.46,100.96,1
25,28,106,19.81,85.14,100.95,0
43,6,8,19.8,85.1,100.95,0
4,39,10,19.78,85.07,100.95,1
70,21,86,19.8,84.86,100.95,0
86,32,19,19.82,84.66,100.95,0
24,0,103,19.74,84.92,100.94,0
47,39,21,19.66,85.18,100.94,1
4,10,79,19.68,85.11,100.94,1
74,10,73,19.69,85.04,100.93,0
42,40,6,19.67,85.1,100.93,1
74,33,10,19.66,85.17,100.93,0
87,38,20,19.64,85.24,100.93,0
80,43,87,19.62,85.3,100.93,1
26,2,39,19.58,85.46,100.93,1
38,7,56,19.54,85.62,100.93,1
85,34,2,19.52,85.84,100.93,0
53,28,2,19.49,86.05,100.93,1
46,36,85,19.44,86.35,100.94,1
51,27,32,19.4,86.65,100.94,1
84,30,57,19.44,86.46,100.94,0
31,1,96,19.49,86.26,100.95,0
9,1,72,19.48,86.32,100.95,1
19,17,104,19.48,86.38,100.95,0
82,34,98,19.46,86.49,100.96,0
41,1,29,19.44,86.6,100.96,0
1,25,27,19.41,86.7,100.96,1
26,42,60,19.39,86.81,100.97,1
9,40,45,19.36,86.9,100.97,1
67,4,82,19.32,86.99,100.97,1
60,34,98,19.34,86.97,100.98,0
90,8,83,19.37,86.95,100.98,1
19,44,67,19.36,86.81,100.98,1
66,12,62,19.34,86.67,100.99,0
59,36,37,19.3,86.88,101.0,1
76,30,8,19.25,87.08,101.0,0
56,34,85,19.24,87.18,101.0,1
32,31,104,19.23,87.28,101.01,0
17,45,75,19.22,87.38,101.01,1
87,44,62,19.21,87.44,101.01,1
44,11,94,19.2,87.49,101.01,0
33,3,43,19.18,87.56,101.02,0
85,34,12,19.16,87.64,101.02,0
61,1,2,19.18,87.62,101.02,0
71,28,55,19.2,87.6,101.02,1
75,9,43,19.22,87.7,101.02,1
18,40,13,19.23,87.81,101.03,1
69,37,101,19.38,87.5,101.04,0
35,33,45,19.54,87.18,101.04,1
89,28,86,19.82,86.14,101.05,1
36,20,9,20.09,85.09,101.06,1
47,31,56,20.4,83.8,101.06,1
55,40,36,20.72,82.52,101.07,1
39,30,7,21.18,80.85,101.07,1
14,3,11,21.63,79.19,101.08,1
50,22,70,22.0,77.65,101.07,0
52,13,73,22.36,76.11,101.06,1
86,10,54,22.6,74.93,101.06,0
5,34,37,22.84,73.75,101.07,1
85,43,6,22.97,73.36,101.07,0
73,38,14,23.1,72.97,101.08,0
3,15,27,23.93,70.28,101.1,1
32,8,12,24.76,67.6,101.12,0
39,9,0,25.36,65.57,101.14,0
86,41,62,25.96,63.55,101.15,1
39,11,53,26.62,61.16,101.16,1
50,38,12,27.28,58.77,101.17,1
81,27,35,27.28,58.3,101.18,0
43,12,108,27.27,57.83,101.18,0
49,27,73,27.72,56.38,101.18,1
71,22,63,28.16,54.93,101.18,1
4,17,77,28.67,53.72,101.18,1
86,28,32,29.18,52.5,101.19,0
75,34,38,30.26,49.82,101.19,0
85,18,74,31.35,47.14,101.19,1
11,32,102,31.6,45.88,101.2,0
66,45,35,31.86,44.61,101.21,0
27,28,52,31.98,44.11,101.21,1
23,10,109,32.11,43.62,101.21,0
82,14,64,32.68,42.2,101.2,0
60,30,42,33.26,40.78,101.2,1
29,19,50,33.28,40.89,101.2,1
37,11,33,33.31,41.0,101.21,1
65,44,5,33.67,40.14,101.2,1
65,13,71,34.03,39.27,101.2,0
89,43,63,34.38,38.4,101.2,1
39,23,51,34.74,37.54,101.19,1
60,34,0,35.22,36.8,101.19,1
4,22,38,35.71,36.06,101.19,1
59,17,0,35.94,35.23,101.2,1
90,34,51,36.17,34.4,101.21,1
1,12,80,36.78,33.7,101.21,1
12,21,20,37.4,32.99,101.21,1
33,30,34,37.9,31.64,101.21,1
21,38,25,38.41,30.29,101.21,1
13,16,40,38.24,28.86,101.2,1
72,40,73,38.06,27.44,101.2,1
7,43,2,38.36,27.44,101.2,1
42,10,81,38.66,27.43,101.2,1
2,13,102,38.88,27.26,101.2,0
59,12,4,39.09,27.09,101.21,1
25,26,8,39.58,26.64,101.2,1
72,16,4,40.08,26.19,101.2,0
29,40,110,40.5,25.34,101.2,0
78,2,13,40.92,24.48,101.19,0
57,41,51,41.08,24.34,101.19,1
27,2,25,41.25,24.19,101.19,1
67,33,64,41.28,24.38,101.2,1
45,42,59,41.32,24.58,101.2,1
55,8,80,41.66,24.11,101.2,1
83,11,61,41.99,23.64,101.19,1
14,19,107,42.36,22.72,101.18,0
9,31,25,42.73,21.8,101.18,1
52,17,61,42.91,22.87,101.18,0
74,11,99,43.09,23.94,101.17,0
21,3,85,42.3,26.32,101.16,1
73,35,17,41.51,28.7,101.16,0
73,24,5,40.8,29.86,101.15,0
19,7,62,40.09,31.03,101.14,1
65,15,26,40.2,31.09,101.13,0
29,1,3,40.3,31.15,101.12,0
64,33,48,40.12,31.34,101.12,1
8,38,65,39.93,31.53,101.12,1
39,2,93,39.97,30.97,101.12,0
22,27,23,40.0,30.41,101.12,1
19,38,18,39.94,30.8,101.12,1
85,29,39,39.88,31.19,101.11,0
4,21,99,39.04,32.6,101.1,0
2,33,28,38.21,34.01,101.09,1
37,6,45,37.67,35.46,101.08,0
51,13,92,37.48,35.62,101.07,0
65,14,47,37.29,35.78,101.06,0
53,22,23,36.22,37.63,101.06,1
89,11,88,35.15,39.48,101.05,0
62,20,81,34.62,40.58,101.04,0
73,21,38,34.1,41.68,101.02,0
47,6,89,34.16,41.89,101.01,0
7,14,2,34.21,42.09,101.0,1
30,4,92,34.08,42.26,101.0,0
35,24,37,33.95,42.42,100.99,1
8,29,30,33.89,42.5,100.98,1
36,31,83,33.83,42.57,100.98,1
1,14,103,33.59,42.69,100.97,0
53,40,76,33.35,42.81,100.96,1
31,5,79,33.34,43.0,100.96,1
41,38,85,33.33,43.18,100.96,1
47,29,69,33.04,43.61,100.96,1
41,11,102,32.76,44.04,100.95,0
42,34,26,32.44,44.8,100.94,1
30,38,7,32.11,45.57,100.94,1
7,4,86,31.6,46.92,100.94,1
39,32,108,31.08,48.26,100.93,0
12,34,16,30.82,49.08,100.93,1
23,43,41,30.57,49.89,100.93,1
6,5,108,30.36,50.45,100.93,0
21,45,16,30.16,51.01,100.93,1
54,29,22,29.88,51.58,100.93,1
22,29,12,29.6,52.15,100.92,1
72,27,43,29.65,51.92,100.92,1
78,45,44,29.69,51.7,100.92,1
11,34,3,29.57,50.9,100.92,1
14,33,84,29.45,50.09,100.92,1
23,16,8,29.38,50.04,100.92,1
75,2,0,29.32,49.98,100.91,0
37,28,62,29.42,49.72,100.91,1
19,11,3,29.52,49.45,100.91,1
40,44,98,29.36,49.3,100.9,0
28,31,59,29.21,49.14,100.9,1
73,37,66,29.06,49.68,100.9,1
24,33,15,28.92,50.21,100.9,1
12,9,14,28.76,50.38,100.9,1
20,19,17,28.61,50.55,100.9,1
81,19,82,28.46,50.72,100.91,0
59,6,98,28.3,50.89,100.91,0
33,15,105,28.28,50.66,100.91,0
11,43,33,28.26,50.42,100.91,1
53,29,33,28.23,50.19,100.91,1
37,30,79,28.21,49.96,100.91,1
85,22,48,28.1,49.92,100.92,1
81,43,23,27.98,49.87,100.92,0
22,43,106,27.78,50.38,100.93,0
40,41,77,27.57,50.88,100.93,1
84,40,93,27.23,51.44,100.93,0
85,34,25,26.89,52.0,100.93,0
3,28,109,26.6,53.34,100.94,0
3,39,61,26.3,54.69,100.95,1
3,9,30,25.96,55.9,100.95,0
60,26,44,25.61,57.1,100.95,1
56,34,18,25.27,58.62,100.95,0
14,5,79,24.93,60.13,100.95,1
68,6,51,24.64,61.5,100.95,0
88,22,96,24.35,62.88,100.95,0
42,12,55,24.1,63.74,100.96,1
79,7,101,23.86,64.6,100.97,0
85,23,26,23.63,65.38,100.98,0
10,34,90,23.4,66.16,100.98,1
30,45,91,23.23,67.15,100.98,0
66,41,64,23.06,68.14,100.99,1
31,25,101,22.88,69.05,101.0,0
69,17,63,22.71,69.96,101.0,1
82,28,86,22.64,70.54,101.01,1
32,37,72,22.56,71.11,101.02,1
41,22,85,22.46,71.85,101.02,0
42,15,22,22.35,72.59,101.02,1
13,38,53,22.26,73.3,101.02,1
19,9,95,22.16,74.01,101.03,0
39,15,76,22.11,74.46,101.03,0
47,9,7,22.06,74.91,101.03,0
32,5,12,22.03,75.24,101.03,1
10,39,77,22.01,75.58,101.04,1
47,24,44,21.98,75.91,101.04,1
33,21,64,21.94,75.96,101.04,1
58,3,25,21.91,76.0,101.05,0
83,25,52,21.86,76.4,101.06,1
70,44,52,21.8,76.79,101.07,1
60,35,55,21.76,76.66,101.08,1
19,38,106,21.73,76.53,101.09,0
12,39,60,21.66,76.76,101.1,1
8,9,108,21.6,76.98,101.1,0
18,36,99,21.6,76.88,101.1,0
5,19,77,21.59,76.78,101.11,1
50,35,16,21.56,76.79,101.1,1
27,27,40,21.53,76.8,101.1,1
11,41,41,21.58,76.3,101.1,1
23,9,83,21.63,75.79,101.11,1
90,9,100,21.65,75.54,101.12,0
29,3,103,21.67,75.29,101.13,0
3,33,7,21.7,74.92,101.14,1
47,42,90,21.72,74.54,101.14,1
64,8,36,21.74,74.24,101.14,0
53,45,25,21.75,73.93,101.14,1
50,37,56,21.74,73.9,101.15,1
86,32,9,21.73,73.88,101.15,0
34,0,37,21.72,73.84,101.16,0
55,1,88,21.7,73.8,101.17,0
82,25,13,21.7,73.88,101.18,0
24,11,52,21.7,73.95,101.19,1
6,3,41,21.65,74.3,101.2,1
78,2,53,21.6,74.64,101.2,0
31,2,29,21.57,74.94,101.2,1
15,0,36,21.54,75.24,101.21,0
47,35,58,21.51,75.41,101.22,1
41,42,99,21.48,75.59,101.23,0
20,28,24,21.59,75.11,101.23,1
27,16,83,21.7,74.63,101.23,0
47,36,27,21.66,74.85,101.22,1
58,20,90,21.61,75.07,101.22,1
89,25,20,21.58,75.19,101.22,0
56,27,75,21.56,75.31,101.21,1
32,34,11,21.56,75.06,101.21,1
54,1,59,21.57,74.82,101.21,1
88,6,42,21.6,74.57,101.2,0
86,36,29,21.64,74.33,101.19,0
90,23,77,21.66,74.13,101.18,1
81,33,13,21.69,73.94,101.17,0
82,8,91,21.58,74.42,101.16,0
7,8,59,21.46,74.9,101.16,1
72,41,16,21.49,74.54,101.16,0
31,15,32,21.52,74.18,101.15,1
20,31,11,21.51,74.18,101.14,1
80,18,86,21.5,74.18,101.13,0
14,44,26,21.48,74.26,101.13,1
82,20,66,21.47,74.33,101.13,1
53,45,17,21.45,74.5,101.12,1
42,10,74,21.43,74.67,101.12,0
56,9,11,21.36,75.04,101.11,1
19,29,89,21.29,75.4,101.1,1
19,11,105,21.2,76.02,101.1,0
33,17,85,21.1,76.63,101.1,0
85,31,24,21.06,76.85,101.1,0
67,37,71,21.02,77.08,101.09,1
10,36,66,21.03,76.96,101.09,1
31,5,40,21.04,76.84,101.09,0
24,4,92,21.04,76.84,101.09,0
43,12,5,21.03,76.84,101.09,1
80,30,28,20.97,77.24,101.09,0
12,4,49,20.9,77.63,101.09,1
68,6,73,20.84,78.03,101.09,1
27,24,78,20.78,78.42,101.09,0
78,24,85,20.73,78.69,101.09,0
40,7,40,20.68,78.96,101.08,0
23,39,70,20.62,79.23,101.08,1
85,19,36,20.57,79.5,101.08,0
89,10,21,20.54,79.74,101.08,0
68,29,12,20.51,79.97,101.08,0
90,17,26,20.47,80.21,101.07,0
46,13,105,20.44,80.44,101.07,0
58,4,72,20.41,80.68,101.07,0
5,36,59,20.38,80.91,101.06,1
4,22,68,20.35,81.14,101.05,1
21,30,97,20.3,81.36,101.05,0
71,22,63,20.26,81.58,101.05,0
25,36,60,20.19,81.9,101.04,1
81,28,69,20.12,82.23,101.04,1
43,24,93,20.11,82.35,101.04,0
28,11,94,20.1,82.47,101.03,0
47,42,59,20.0,82.68,101.02,1
50,45,104,19.9,82.89,101.02,0
25,19,72,19.92,82.88,101.02,0
2,7,95,19.94,82.86,101.02,0
39,42,55,19.93,82.84,101.02,1
76,28,5,19.92,82.83,101.02,0
20,16,51,19.9,83.08,101.02,1
12,0,81,19.89,83.33,101.01,1
15,9,8,19.89,83.16,101.01,0
53,35,96,19.88,82.99,101.01,0
56,25,107,19.93,82.9,101.01,0
88,19,98,19.98,82.8,101.01,0
87,14,90,19.98,82.53,101.01,0
88,45,75,19.98,82.26,101.01,1
53,10,12,19.95,82.36,101.01,1
63,30,91,19.93,82.47,101.01,0
49,44,83,19.84,83.02,101.0,1
5,0,70,19.76,83.56,101.0,1
45,27,92,19.88,83.1,101.0,0
34,25,65,20.0,82.63,101.0,1
20,23,104,20.21,81.36,101.01,0
89,27,30,20.42,80.1,101.02,0
33,11,4,20.35,80.35,101.03,1
63,39,47,20.27,80.6,101.04,1
1,36,51,20.2,80.84,101.04,1
75,37,51,20.12,81.09,101.05,1
40,25,71,20.04,81.56,101.05,1
78,4,14,19.96,82.03,101.05,0
3,36,92,19.9,82.34,101.06,0
19,35,79,19.84,82.65,101.06,1
25,22,109,19.68,83.52,101.06,0
2,27,48,19.51,84.38,101.07,1
20,9,46,19.37,85.12,101.07,1
85,44,87,19.22,85.87,101.07,1
50,0,13,19.24,86.04,101.07,0
50,18,34,19.25,86.2,101.07,1
1,19,23,19.49,85.67,101.08,1
86,34,85,19.73,85.14,101.09,1
70,14,100,20.12,83.6,101.1,0
86,39,44,20.5,82.07,101.1,1
12,45,56,20.99,80.4,101.1,1
71,43,41,21.48,78.72,101.11,1
50,37,21,21.8,77.32,101.11,1
35,16,80,22.12,75.91,101.11,1
74,36,61,22.64,74.42,101.1,1
29,40,44,23.16,72.93,101.08,1
43,0,60,23.56,71.46,101.08,0
56,32,38,23.97,70.0,101.08,0
25,11,85,24.18,69.26,101.08,0
46,27,109,24.38,68.53,101.09,0
21,34,21,24.85,67.31,101.08,1
27,7,33,25.33,66.09,101.08,1
55,37,37,25.5,65.09,101.08,1
77,34,6,25.67,64.09,101.09,0
8,25,10,26.22,62.72,101.1,0
36,3,48,26.78,61.36,101.11,0
21,38,84,27.06,60.25,101.11,1
27,40,39,27.33,59.13,101.1,1
55,17,106,27.61,58.02,101.1,0
35,15,97,28.1,56.32,101.1,0
39,22,34,28.59,54.62,101.1,1
7,5,11,29.3,52.6,101.1,1
60,7,101,30.01,50.59,101.1,0
14,42,28,30.36,49.2,101.11,1
78,27,78,30.71,47.82,101.12,1
60,13,97,31.02,46.88,101.12,0
45,27,102,31.33,45.94,101.12,0
66,30,79,31.7,44.84,101.12,1
87,25,95,32.08,43.74,101.11,0
49,10,49,32.64,42.56,101.11,1
84,10,26,33.21,41.39,101.11,0
60,21,72,34.11,39.46,101.11,1
5,41,8,35.01,37.52,101.11,1
18,11,103,35.15,36.48,101.11,0
27,42,0,35.29,35.43,101.11,1
67,38,7,35.71,34.72,101.11,1
85,35,101,36.13,34.01,101.11,0
41,14,47,37.69,31.31,101.12,0
28,31,37,38.38,29.56,101.12,1
39,2,13,39.08,27.81,101.13,1
54,42,6,38.31,27.74,101.13,1
87,10,36,37.54,27.67,101.13,0
24,9,105,38.06,27.83,101.12,0
83,9,15,38.58,27.99,101.11,0
68,37,72,39.31,26.76,101.1,1
57,13,32,40.04,25.54,101.1,1
27,36,30,40.3,25.22,101.1,1
33,24,3,40.57,24.9,101.11,1
13,26,93,40.58,25.29,101.11,0
3,18,96,40.6,25.68,101.11,0
60,20,108,41.82,24.32,101.12,0
89,32,106,43.03,22.95,101.13,0
68,21,14,42.98,22.71,101.12,0
6,16,16,42.92,22.47,101.11,1
49,22,91,43.38,22.17,101.11,0
19,28,110,43.83,21.87,101.11,0
20,14,46,44.39,20.84,101.1,1
63,4,61,44.95,19.8,101.1,0
63,42,73,44.93,20.05,101.09,1
30,9,79,44.91,20.29,101.08,0
8,19,1,44.18,20.5,101.08,1
53,18,102,43.44,20.71,101.08,0
31,8,39,43.52,19.49,101.07,0
79,41,10,43.61,18.27,101.07,0
2,17,72,44.58,18.49,101.06,1
5,16,16,45.56,18.71,101.06,0
36,23,26,45.3,21.68,101.06,1
73,11,96,45.03,24.66,101.05,0
50,4,97,44.57,24.72,101.04,0
1,31,102,44.11,24.79,101.04,0
36,15,27,43.5,26.14,101.03,1
75,23,93,42.89,27.49,101.02,0
83,16,105,42.96,27.36,101.01,0
89,40,22,43.04,27.24,101.0,0
28,21,30,43.11,27.11,100.99,1
26,20,76,43.18,26.98,100.98,0
62,20,68,42.66,27.58,100.98,1
37,29,95,42.13,28.19,100.97,0
5,39,80,42.3,27.92,100.96,1
12,18,44,42.46,27.65,100.96,1
52,12,62,42.04,27.8,100.95,1
6,19,46,41.62,27.96,100.94,1
15,14,84,41.45,28.34,100.92,1
12,34,68,41.28,28.71,100.9,1
68,44,60,40.44,30.02,100.9,1
81,28,94,39.61,31.32,100.91,0
7,42,106,39.22,31.68,100.9,0
63,25,97,38.83,32.05,100.89,0
88,45,61,39.23,31.42,100.88,1
10,43,12,39.63,30.78,100.88,1
84,10,110,39.39,30.95,100.88,0
2,10,88,39.14,31.12,100.87,1
7,16,85,38.9,31.3,100.86,1
21,18,51,38.66,31.47,100.86,1
51,9,101,38.3,32.2,100.85,0
4,31,82,37.94,32.94,100.85,1
40,21,90,38.1,32.56,100.84,1
15,1,1,38.25,32.18,100.83,0
12,5,90,37.83,32.82,100.82,1
33,10,100,37.4,33.45,100.82,0
21,7,55,37.42,33.16,100.82,1
78,28,94,37.43,32.86,100.81,0
26,25,63,37.48,31.87,100.81,0
83,18,69,37.53,30.88,100.81,0
78,1,57,37.52,30.25,100.8,0
74,45,82,37.51,29.62,100.8,1
90,22,10,37.3,29.66,100.8,0
33,29,99,37.1,29.7,100.79,0
70,7,7,37.04,30.34,100.78,0
63,44,109,36.98,30.98,100.78,0
7,37,86,36.58,30.98,100.79,1
84,15,62,36.19,30.99,100.8,1
51,11,18,35.62,31.57,100.78,1
47,41,90,35.24,32.0,100.78,1
86,3,17,34.87,32.43,100.77,0
11,35,39,34.46,33.0,100.78,1
76,43,1,34.04,33.56,100.78,0
79,39,84,33.51,34.39,100.78,1
86,14,29,32.98,35.22,100.77,0
47,12,39,32.69,35.66,100.77,1
60,34,76,32.41,36.09,100.77,1
86,42,56,32.23,36.2,100.77,1
40,4,32,32.04,36.32,100.76,1
87,2,57,31.86,36.44,100.76,0
86,44,33,31.68,36.55,100.76,0
29,19,39,31.63,37.25,100.76,1
21,40,23,31.58,37.95,100.76,1
80,17,75,31.27,38.67,100.76,1
9,18,97,30.96,39.38,100.77,0
73,3,12,30.6,39.72,100.77,0
78,42,65,30.25,40.07,100.77,1
85,30,17,30.01,40.94,100.76,0
65,17,24,29.76,41.81,100.76,0
36,17,12,29.54,42.32,100.76,0
83,33,94,29.33,42.83,100.77,0
32,4,96,29.12,43.34,100.78,0
36,31,47,28.9,43.85,100.78,1
74,15,13,28.78,44.44,100.78,0
82,25,84,28.65,45.02,100.79,0
69,10,81,28.56,44.23,100.8,1
62,0,104,28.47,43.44,100.81,0
47,22,59,28.22,43.1,100.82,1
79,29,71,27.96,42.75,100.82,1
74,10,52,27.62,44.68,100.82,1
74,45,38,27.29,46.61,100.83,0
2,12,13,26.86,48.75,100.83,1
19,44,74,26.44,50.89,100.83,1
10,0,23,26.27,51.55,100.83,0
87,0,94,26.1,52.21,100.83,0
48,15,99,25.92,52.88,100.84,0
26,11,89,25.75,53.54,100.84,0
61,44,88,25.58,54.2,100.84,1
72,31,105,25.41,54.86,100.84,0
4,32,84,25.33,55.2,100.84,1
48,37,45,25.25,55.55,100.83,1
38,11,87,25.25,55.32,100.84,0
24,12,12,25.25,55.09,100.84,1
14,8,42,25.1,55.91,100.84,1
10,13,24,24.95,56.73,100.85,1
50,11,87,24.84,57.22,100.86,1
28,10,72,24.73,57.71,100.88,1
42,30,21,24.72,57.5,100.88,1
41,18,107,24.7,57.28,100.89,0
81,34,40,24.58,57.82,100.9,1
23,11,11,24.45,58.35,100.91,1
22,23,110,24.41,58.56,100.92,0
73,7,106,24.36,58.76,100.92,0
85,7,8,24.32,58.97,100.93,0
6,38,39,24.26,59.42,100.94,1
87,36,110,24.19,59.87,100.94,0
42,4,17,24.15,60.36,100.94,1
31,34,47,24.1,60.84,100.94,1
